Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Cross-network,Enabled,tan leather clutch,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather shoulder bags for ladies,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,nappa handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,boden leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,6,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,assots handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,17,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,one stud nappa bag with chain,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,1,1,100.00%,0.47,0.47,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.47,0.00
Google search: Top,Enabled,hidesign tote bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,brown leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,red leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,white leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,white leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,petite leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather tan jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,hooded leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,Leather Jackets Mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather trench coats,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,oversized leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather jacket with fur,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,oversized biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,oversized biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,longline leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,pink biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather jacket green,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,real leather jacket women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather jacket black,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black biker jacket women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,belted leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather blazer women,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,22,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,tan leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,3,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather jackets for women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,48,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,pink leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,4,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather blue jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,long leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,13,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,red biker jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather blazer jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,uk leather jackets,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,uk leather jackets,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,real leather jacket women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,136,15,11.03%,0.91,13.72,21.80,327.00,15,13.33%,327.00,23.83,2.00,0.91,6.86
Google search: Other,Enabled,burgundy leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,longline leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather puffer jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,longline leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,longline leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,collarless leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,brown leather blazer,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,quality leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,quality leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather look jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,4,1,25.00%,0.40,0.40,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.40,0.00
Google Display Network,Enabled,oversized biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,ladies leather biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,ladies leather biker jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,51,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,real leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,pink leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,tan leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather blazers,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,biker leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,21,2,9.52%,0.43,0.86,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.43,0.00
Search partners,Enabled,biker leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,32,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather jacket with hoodie,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather bomber jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,15,1,6.67%,0.89,0.89,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.89,0.00
Search partners,Enabled,ladies leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,694,1,0.14%,0.40,0.40,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.40,0.00
Google Display Network,Enabled,leather bomber jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,mens leather flying jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,57,3,5.26%,0.25,0.75,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.25,0.00
Search partners,Enabled,shearling aviator jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,23,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,vintage leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,pilot leather jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather bomber,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,ladies leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,175,20,11.43%,0.61,12.24,0.00,0.00,20,0.00%,0.00,0.00,0.00,0.61,0.00
Google search: Top,Enabled,black leather bomber jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,16,1,6.25%,0.13,0.13,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.13,0.00
Cross-network,Enabled,mens leather flying jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,mens leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,"2,087",92,4.41%,0.28,25.36,0.00,0.00,92,0.00%,0.00,0.00,0.00,0.28,0.00
Google Display Network,Enabled,leather aviator jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black aviator coat,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,vintage leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,8,1,12.50%,0.05,0.05,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.05,0.00
Google search: Other,Enabled,ladies leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,272,16,5.88%,0.28,4.43,0.00,0.00,16,0.00%,0.00,0.00,0.00,0.28,0.00
Cross-network,Enabled,leather bomber jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,mens leather flying jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather bomber,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,oversized leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,b3 bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,28,3,10.71%,0.15,0.44,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.15,0.00
Google search: Other,Enabled,pilot leather jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,17,1,5.88%,0.25,0.25,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.25,0.00
Cross-network,Enabled,leather aviator jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black aviator coat,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather bomber jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,ladies leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,b3 bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,shearling aviator jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,36,7,19.44%,0.22,1.55,0.00,0.00,7,0.00%,0.00,0.00,0.00,0.22,0.00
Search partners,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,7,1,14.29%,0.66,0.66,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.66,0.00
Search partners: Top,Enabled,leather aviator jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather bomber,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,mens leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,b3 bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,83,1,1.20%,0.16,0.16,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.16,0.00
Search partners: Top,Enabled,vintage leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather bomber jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather bomber jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,47,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,vintage leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather bomber jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,pilot leather jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,30,3,10.00%,0.46,1.39,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.46,0.00
Search partners: Top,Enabled,leather aviator jacket mens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black aviator coat,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather bomber jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,red leather jacket mens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
